Season,Team,AdjTempo,RankAdjTempo,AdjOE,RankAdjOE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed,Class,R64,R32,S16,E8,FF,CG,C
2016,Fairleigh Dickinson,71.1346,48,104.836,168,114.583,334,-9.74686,270,16,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Southern,68.9507,122,100.906,236,106.217,202,-5.31079,223,16,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Austin Peay,69.3154,105,104.005,177,109.104,264,-5.09934,219,16,R64,YES,NO,NO,NO,NO,NO,NO
2016,Florida Gulf Coast,66.5831,247,102.917,199,104.307,175,-1.39023,179,16,R64,YES,NO,NO,NO,NO,NO,NO
2016,Hampton,71.2725,44,99.7519,258,106.561,209,-6.80879,241,16,R64,YES,NO,NO,NO,NO,NO,NO
2016,Holy Cross,63.6033,338,97.0369,306,108.525,251,-11.4879,286,16,R64,YES,NO,NO,NO,NO,NO,NO
2016,Middle Tennessee,67.5556,197,103.144,194,99.21,74,3.93408,128,15,R32,YES,YES,NO,NO,NO,NO,NO
2016,Cal St. Bakersfield,67.6197,192,103.37,188,96.8714,42,6.49871,107,15,R64,YES,NO,NO,NO,NO,NO,NO
2016,UNC Asheville,70.1811,74,103.529,185,99.3166,76,4.21193,122,15,R64,YES,NO,NO,NO,NO,NO,NO
2016,Weber St.,66.9958,231,103.593,183,100.851,103,2.74146,140,15,R64,YES,NO,NO,NO,NO,NO,NO
2016,Stephen F. Austin,67.4268,207,111.339,67,96.9336,43,14.405,45,14,R32,YES,YES,NO,NO,NO,NO,NO
2016,Buffalo,71.9828,28,105.541,163,102.83,140,2.71119,141,14,R64,YES,NO,NO,NO,NO,NO,NO
2016,Fresno St.,68.9375,123,107.084,130,100.385,95,6.69862,106,14,R64,YES,NO,NO,NO,NO,NO,NO
2016,Green Bay,76.1219,5,108.225,107,104.236,170,3.98885,127,14,R64,YES,NO,NO,NO,NO,NO,NO
2016,Hawaii,70.5206,59,108.243,106,96.5071,39,11.736,63,13,R32,YES,YES,NO,NO,NO,NO,NO
2016,Iona,71.7927,33,110.602,78,102.768,138,7.8333,99,13,R64,YES,NO,NO,NO,NO,NO,NO
2016,Stony Brook,66.9582,237,107.481,122,98.9433,70,8.53773,92,13,R64,YES,NO,NO,NO,NO,NO,NO
2016,UNC Wilmington,70.1618,75,110.051,86,100.792,101,9.25855,82,13,R64,YES,NO,NO,NO,NO,NO,NO
2016,Arkansas Little Rock,63.2633,342,108.951,95,95.6244,32,13.3265,57,12,R32,YES,YES,NO,NO,NO,NO,NO
2016,Yale,65.9753,274,109.51,91,95.6837,33,13.8265,51,12,R32,YES,YES,NO,NO,NO,NO,NO
2016,Chattanooga,66.1763,263,107.156,129,99.7384,86,7.41784,104,12,R64,YES,NO,NO,NO,NO,NO,NO
2016,South Dakota St.,68.2819,155,110.826,73,101.245,109,9.58182,80,12,R64,YES,NO,NO,NO,NO,NO,NO
2016,Tulsa,68.4348,146,111.352,66,99.564,82,11.788,62,11,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Vanderbilt,67.7217,187,114.458,30,94.5381,21,19.9195,23,11,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Northern Iowa,62.3968,346,108.298,104,98.2039,58,10.0945,76,11,R32,YES,YES,NO,NO,NO,NO,NO
2016,Wichita St.,65.8499,283,111.743,58,90.5918,5,21.1508,20,11,R32,YES,YES,NO,NO,NO,NO,NO
2016,Michigan,65.9134,276,115.094,29,100.54,98,14.5538,44,11,R64,YES,NO,NO,NO,NO,NO,NO
2016,Gonzaga,67.1988,215,116.44,22,97.1644,47,19.2756,26,11,S16,YES,YES,YES,NO,NO,NO,NO
2016,Syracuse,64.9033,314,111.357,65,95.507,30,15.8501,38,10,FF,YES,YES,YES,YES,YES,NO,NO
2016,VCU,69.4498,97,110.984,69,94.769,22,16.2152,34,10,R32,YES,YES,NO,NO,NO,NO,NO
2016,Pittsburgh,65.557,295,115.484,28,99.2827,75,16.2013,35,10,R64,YES,NO,NO,NO,NO,NO,NO
2016,Temple,65.9852,273,106.619,141,98.2712,60,8.34785,95,10,R64,YES,NO,NO,NO,NO,NO,NO
2016,Butler,67.7286,186,117.318,17,101.468,115,15.8497,39,9,R32,YES,YES,NO,NO,NO,NO,NO
2016,Connecticut,65.7403,288,111.651,61,92.899,13,18.752,27,9,R32,YES,YES,NO,NO,NO,NO,NO
2016,Providence,68.4903,143,109.321,93,95.7275,35,13.5932,53,9,R32,YES,YES,NO,NO,NO,NO,NO
2016,Cincinnati,64.1147,332,110.035,87,92.8755,12,17.1593,31,9,R64,YES,NO,NO,NO,NO,NO,NO
2016,Saint Joseph's,70.3117,68,113.435,38,98.7988,63,14.6358,43,8,R32,YES,YES,NO,NO,NO,NO,NO
2016,Colorado,68.9529,121,108.785,98,95.1948,26,13.5905,54,8,R64,YES,NO,NO,NO,NO,NO,NO
2016,Texas Tech,65.9989,272,113.846,35,99.1212,73,14.7244,42,8,R64,YES,NO,NO,NO,NO,NO,NO
2016,USC,71.1914,46,113.901,34,99.116,72,14.7848,41,8,R64,YES,NO,NO,NO,NO,NO,NO
2016,Iowa,68.812,129,116.298,24,94.9421,23,21.3563,19,7,R32,YES,YES,NO,NO,NO,NO,NO
2016,Dayton,67.8498,177,106.934,135,93.5907,18,13.3434,56,7,R64,YES,NO,NO,NO,NO,NO,NO
2016,Oregon St.,67.1452,221,110.836,72,98.3992,62,12.4371,60,7,R64,YES,NO,NO,NO,NO,NO,NO
2016,Wisconsin,63.2633,343,111.769,57,95.4038,28,16.3651,33,7,S16,YES,YES,YES,NO,NO,NO,NO
2016,Notre Dame,64.933,312,119.69,9,103.709,155,15.9813,37,6,E8,YES,YES,YES,YES,NO,NO,NO
2016,Arizona,68.3189,151,117.368,16,95.4851,29,21.8831,16,6,R64,YES,NO,NO,NO,NO,NO,NO
2016,Seton Hall,69.4734,96,111.433,63,93.7641,19,17.6691,30,6,R64,YES,NO,NO,NO,NO,NO,NO
2016,Texas,65.1637,309,112.821,46,95.7146,34,17.1061,32,6,R64,YES,NO,NO,NO,NO,NO,NO
2016,Baylor,66.4547,251,118.756,13,98.8407,65,19.9152,24,5,R64,YES,NO,NO,NO,NO,NO,NO
2016,Purdue,67.5995,195,117,20,92.4061,10,24.5939,9,5,R64,YES,NO,NO,NO,NO,NO,NO
2016,Indiana,67.7325,185,120.855,6,98.0589,55,22.7957,12,5,S16,YES,YES,YES,NO,NO,NO,NO
2016,Maryland,67.2907,212,116.294,25,95.5806,31,20.7136,22,5,S16,YES,YES,YES,NO,NO,NO,NO
2016,Kentucky,66.9955,232,122.508,2,97.3082,48,25.1996,7,4,R32,YES,YES,NO,NO,NO,NO,NO
2016,California,68.0218,165,112.902,45,93.2625,15,19.6396,25,4,R64,YES,NO,NO,NO,NO,NO,NO
2016,Duke,67.5008,202,121.786,3,99.7328,85,22.0532,14,4,S16,YES,YES,YES,NO,NO,NO,NO
2016,Iowa St.,71.0322,54,121.033,5,99.9576,88,21.0754,21,4,S16,YES,YES,YES,NO,NO,NO,NO
2016,Utah,65.2107,307,115.673,27,97.5601,51,18.1129,28,3,R32,YES,YES,NO,NO,NO,NO,NO
2016,West Virginia,69.3697,101,116.39,23,90.4754,3,25.9146,6,3,R64,YES,NO,NO,NO,NO,NO,NO
2016,Miami FL,65.897,278,118.848,12,95.9995,36,22.848,11,3,S16,YES,YES,YES,NO,NO,NO,NO
2016,Texas A&M,66.5488,249,114.159,32,92.3528,8,21.8057,17,3,S16,YES,YES,YES,NO,NO,NO,NO
2016,Villanova,66.5578,248,118.299,15,91.552,7,26.7471,5,2,C,YES,YES,YES,YES,YES,YES,YES
2016,Oklahoma,69.8681,84,117.285,18,92.4357,11,24.849,8,2,FF,YES,YES,YES,YES,YES,NO,NO
2016,Xavier,71.9214,31,117.096,19,95.3858,27,21.71,18,2,R32,YES,YES,NO,NO,NO,NO,NO
2016,Michigan St.,66.3201,256,123.022,1,93.3408,16,29.6807,2,2,R64,YES,NO,NO,NO,NO,NO,NO
2016,North Carolina,71.0747,51,121.139,4,93.1009,14,28.0379,4,1,CG,YES,YES,YES,YES,YES,YES,NO
2016,Kansas,68.811,130,120.379,7,90.575,4,29.804,1,1,E8,YES,YES,YES,YES,NO,NO,NO
2016,Oregon,68.0532,163,119.63,10,96.8455,41,22.7847,13,1,E8,YES,YES,YES,YES,NO,NO,NO
2016,Virginia,60.6947,351,120.224,8,91.1288,6,29.0952,3,1,E8,YES,YES,YES,YES,NO,NO,NO
2016,Abilene Christian,67.7675,183,96.7967,309,112.047,306,-15.2506,318,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Air Force,66.8821,239,98.85,281,105.884,196,-7.03444,244,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Akron,67.5306,200,110.291,81,101.403,113,8.888,87,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Alabama,64.7681,320,105.609,161,96.9576,44,8.65171,89,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Alabama A&M,65.1547,310,99.915,255,113.262,323,-13.3468,304,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Alabama St.,68.8909,124,98.8843,280,110.397,284,-11.5129,287,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Albany,65.9133,277,106.485,143,102.297,129,4.18816,124,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Alcorn St.,65.4116,298,97.7322,296,112.319,309,-14.5864,314,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,American,61.2437,349,91.8119,337,107.218,219,-15.4065,319,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Appalachian St.,70.2715,70,102.431,208,110.667,288,-8.23514,259,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Arizona St.,67.8477,178,109.531,90,100.753,100,8.77813,88,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Arkansas,69.627,90,110.55,79,99.8717,87,10.6782,68,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Arkansas Pine Bluff,63.9919,333,88.7669,345,109.402,266,-20.6355,344,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Arkansas St.,71.9689,30,99.9581,253,107.558,229,-7.59979,254,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Army,72.19,24,99.4357,266,106.697,214,-7.26084,251,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Auburn,71.7524,34,101.492,224,103.823,159,-2.3309,187,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Ball St.,65.2389,304,102.894,201,102.352,131,0.542081,157,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Belmont,71.6503,37,113.09,41,109.724,273,3.36572,132,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Bethune Cookman,66.4359,253,97.7202,298,111.546,304,-13.8254,308,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Binghamton,65.2404,303,87.7949,348,104.141,165,-16.3464,325,0,DNQ,NO,NO,NO,NO,NO,NO,NO
2016,Boise St.,69.1764,110,109.319,94,100.804,102,8.51478,93,0,DNQ,NO,NO,NO,NO,NO,NO,NO
