Season,Team,AdjTempo,RankAdjTempo,AdjOE,RankAdjOE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed,offensive-rebounding-pct,total-rebounding-percentage,three-point-pct,opponent-shooting-pct,Class,R64,R32,S16,E8,FF,CG,
2017,E Michigan,68.0465,176,105.999,144,104.757,175,1.24215,148,0, 31.8,48.8,33.6,43.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,E Washingtn,66.7291,241,108.701,93,110.118,287,-1.41757,188,0, 25.7,51.0,36.6,43.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Elon,67.689,198,104.323,173,102.109,117,2.21349,135,0, 21.7,49.7,35.7,42.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Evansville,66.6464,246,104.102,178,103.216,151,0.885573,155,0, 23.6,50.5,36.9,42.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Fairfield,68.9391,113,99.258,266,102.821,136,-3.56282,206,0, 22.8,48.5,33.5,43.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,F Dickinson,68.9066,115,102.935,198,111.915,305,-8.97932,266,0, 25.3,46.6,32.7,45.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Florida Intl,64.8587,307,102.876,201,112.513,314,-9.63691,276,0, 27.8,50.5,32.4,47.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Florida,68.8208,121,115.851,31,89.4618,4,26.3891,9,4, 30.0,51.3,36.2,40.8,E8,YES,YES,YES,YES,NO,NO,
2017,Florida A&M,69.1391,105,93.6301,333,115.973,339,-22.343,344,0, 23.4,45.2,33.9,45.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Fla Atlantic,68.8017,123,98.4897,281,107.795,233,-9.30509,272,0, 24.9,46.9,31.4,45.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Fla Gulf Cst,65.2507,298,109.563,81,104.547,171,5.016,108,14, 33.6,53.4,33.9,43.1,R64,YES,NO,NO,NO,NO,NO,
2017,Florida St,70.7622,52,116.738,25,93.9951,24,22.7426,20,3, 33.6,52.5,35.6,41.2,R32,YES,YES,NO,NO,NO,NO,
2017,Fordham,64.1672,318,96.9756,303,99.9214,83,-2.94574,201,0, 21.3,44.4,33.2,46.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,IPFW,71.2523,37,109.53,82,108.054,239,1.47593,145,0, 27.8,52.5,39.5,45.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Fresno St,68.2824,160,104.855,158,98.9428,66,5.91186,100,0, 26.1,50.5,35.3,42.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Furman,65.4669,286,107.279,119,101.972,114,5.30675,106,0, 26.8,50.9,38.3,42.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Gard-Webb,70.6984,53,102.747,205,103.44,156,-0.693269,180,0, 29.2,51.4,37.6,42.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Geo Mason,68.4538,149,108.555,96,103.977,164,4.57872,114,0, 29.7,55.0,34.3,42.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Geo Wshgtn,65.5363,285,108.224,107,105.048,183,3.17548,125,0, 31.6,53.6,37.1,44.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Georgetown,68.5191,141,108.573,95,97.6214,53,10.9511,68,0, 26.8,50.6,34.9,42.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Georgia,66.9976,226,108.687,94,95.8596,38,12.827,57,0, 27.0,51.7,32.1,40.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,GA Southern,68.6543,132,106.541,135,106.779,214,-0.237753,172,0, 23.3,46.4,37.1,44.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Georgia St,68.1544,172,104.658,164,101.153,101,3.50473,121,0, 30.0,51.3,35.3,41.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,GA Tech,67.8728,191,99.0095,269,90.6411,7,8.3684,82,0, 26.5,49.9,32.1,40.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Gonzaga,70.022,72,120.711,10,87.6571,2,33.0538,1,1, 28.0,55.3,38.2,36.8,CG,YES,YES,YES,YES,YES,YES,
2017,Grambling St,66.9961,227,96.5442,309,112.622,315,-16.0779,328,0, 28.8,46.8,31.5,48.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Grd Canyon,68.8299,120,101.246,231,101.013,95,0.233156,163,0, 27.8,50.4,33.0,42.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,WI-Grn Bay,73.7049,8,101.898,221,103.189,147,-1.29011,185,0, 29.1,50.8,32.1,43.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Hampton,68.1462,173,93.6594,332,106.824,216,-13.1642,306,0, 29.2,50.4,32.5,42.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Hartford,68.3639,155,92.512,337,110.775,297,-18.263,333,0, 21.4,45.3,34.1,45.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Harvard,66.9201,231,106.603,134,101.766,110,4.83634,111,0, 28.8,50.8,35.9,42.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Hawaii,67.0538,222,96.8967,305,105.917,196,-9.01996,267,0, 24.6,48.9,32.1,45.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,High Point,65.5832,282,98.9445,271,108.105,241,-9.15999,270,0, 26.8,49.9,37.5,45.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Hofstra,67.515,205,111.049,60,112.358,311,-1.3091,186,0, 31.1,50.0,36.4,46.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Holy Cross,60.334,349,98.4957,280,103.105,140,-4.60911,217,0, 16.6,42.8,34.5,45.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Houston,64.9701,303,113.959,37,99.4988,75,14.4603,49,0, 31.3,50.5,39.2,40.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Houston Bap,69.9645,74,104.766,162,109.011,258,-4.24441,214,0, 33.3,52.8,34.1,46.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Howard,67.9371,185,90.4936,347,110.051,286,-19.5575,338,0, 30.5,49.1,29.1,43.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Idaho,66.4699,250,101.182,233,106.537,212,-5.35489,222,0, 28.5,52.0,36.3,41.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Idaho State,68.8093,122,97.7064,294,115.964,338,-18.2581,332,0, 20.5,44.1,35.6,48.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Illinois,66.1911,263,107.559,116,97.0198,48,10.5395,70,0, 26.8,51.1,36.0,44.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,IL-Chicago,71.646,31,100.926,238,107.859,237,-6.93258,245,0, 30.0,51.6,37.1,43.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Illinois St,64.6834,310,106.614,133,92.284,15,14.3302,51,0, 29.2,51.9,36.4,37.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Incar Word,71.674,29,101.507,226,114.289,329,-12.7822,303,0, 19.6,45.0,37.8,47.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Indiana,68.2292,165,116.585,27,101.442,103,15.1429,42,0, 34.9,55.2,38.3,42.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Indiana St,69.5922,89,99.5074,263,102.248,121,-2.74099,199,0, 19.4,46.5,33.9,42.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Iona,70.4839,57,110.197,69,106.195,202,4.00176,118,14, 25.2,48.4,39.7,43.2,R64,YES,NO,NO,NO,NO,NO,
2017,Iowa,71.209,40,112.368,47,101.762,109,10.6067,69,0, 30.1,49.8,37.1,44.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Iowa State,68.1638,171,119.541,13,96.4283,43,23.113,17,5, 24.0,47.5,40.2,42.8,R32,YES,YES,NO,NO,NO,NO,
2017,IUPUI,69.205,103,106.93,126,109.656,275,-2.72663,198,0, 26.4,48.6,37.8,48.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Jackson St,64.2232,316,92.775,336,108.976,257,-16.2007,329,0, 32.8,51.0,29.8,43.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Jacksonville,67.6009,201,102.599,206,111.827,304,-9.22783,271,0, 24.9,48.0,39.2,48.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Jksnville St,63.5728,329,105.363,153,104.78,177,0.583245,158,15, 30.5,52.6,36.7,42.2,R64,YES,NO,NO,NO,NO,NO,
2017,James Mad,63.88,325,98.8649,274,104.038,165,-5.17263,220,0, 27.2,52.2,33.3,43.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Kansas,70.2533,66,120.833,9,94.8585,30,25.975,10,1, 33.6,52.8,40.5,41.9,E8,YES,YES,YES,YES,NO,NO,
2017,Kansas St,66.1487,266,112.038,50,94.4839,27,17.5538,29,11, 27.7,49.1,36.1,42.5,R64,YES,NO,NO,NO,NO,NO,
2017,Kennesaw St,69.3064,100,102.59,208,109.873,280,-7.28246,250,0, 29.8,50.8,41.2,47.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Kent State,68.2714,163,104.421,169,102.687,132,1.73415,141,14, 37.3,53.7,31.4,43.3,R64,YES,NO,NO,NO,NO,NO,
2017,Kentucky,72.7658,16,119.139,14,91.8728,9,27.2664,4,2, 32.5,53.4,35.2,42.4,E8,YES,YES,YES,YES,NO,NO,
2017,La Salle,68.5844,136,110.583,65,108.643,250,1.93973,137,0, 23.9,49.4,36.4,46.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Lafayette,69.2101,102,96.1257,316,113.368,321,-17.2419,330,0, 18.5,45.7,32.6,46.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Lamar,67.8791,190,103.238,193,108.82,254,-5.58246,226,0, 29.2,50.3,35.7,46.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,Lehigh,69.5381,93,107.192,120,103.388,154,3.80396,119,0, 21.1,51.3,39.2,43.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,Liberty,62.6608,342,99.4097,264,103.319,152,-3.90954,211,0, 13.0,44.6,35.9,44.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Lipscomb,74.1533,6,107.135,121,106.816,215,0.319248,161,0, 25.9,49.2,36.1,45.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,LIU-Brooklyn,66.9198,232,100.04,254,107.701,232,-7.66089,254,0, 34.5,53.7,34.8,43.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Lg Beach St,69.4599,95,104.576,165,110.169,289,-5.59296,227,0, 29.1,48.9,35.1,46.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Longwood,70.4041,61,92.1694,338,117.289,343,-25.1198,347,0, 18.8,44.2,32.5,48.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,LA Lafayette,72.1797,24,111.188,59,109.468,270,1.71999,142,0, 34.4,53.3,34.2,48.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,LA Monroe,64.9253,304,98.3001,286,106.468,210,-8.16754,259,0, 26.9,49.7,32.5,44.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,LA Tech,68.4339,152,107.9,111,100.898,93,7.00262,91,0, 28.0,52.0,37.1,42.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Louisville,67.9905,180,117.179,23,90.4602,6,26.7186,6,2, 35.6,53.9,35.9,39.6,R32,YES,YES,NO,NO,NO,NO,
2017,Loyola-Chi,65.6278,280,108.89,89,102.394,124,6.49538,96,0, 17.3,47.9,38.9,45.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Loyola Mymt,67.2156,217,103.157,194,103.177,146,-0.0202852,167,0, 28.9,48.9,35.2,45.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Loyola-MD,65.4597,287,98.6523,278,105.964,198,-7.31175,251,0, 30.9,51.2,33.3,47.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,LSU,71.8252,27,109.461,83,109.957,283,-0.496025,177,0, 29.4,49.4,33.6,47.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Maine,67.8441,193,91.1178,345,110.602,292,-19.4846,337,0, 24.9,47.9,31.2,46.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Manhattan,68.8406,118,96.827,306,107.674,230,-10.8471,287,0, 29.3,49.8,32.9,45.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Marist,66.7485,238,100.57,246,114.464,330,-13.8937,316,0, 18.7,44.8,33.3,46.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Marquette,69.9346,78,120.943,7,103.371,153,17.5711,28,10, 24.9,49.7,43.0,45.6,R64,YES,NO,NO,NO,NO,NO,
2017,Marshall,77.54,3,110.783,62,109.626,273,1.15762,150,0, 22.2,46.6,37.4,46.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Maryland,67.0658,221,113.565,40,98.7271,64,14.838,45,6, 27.8,50.0,36.7,41.6,R64,YES,NO,NO,NO,NO,NO,
2017,Maryland ES,68.4613,145,97.8835,291,112.427,312,-14.5431,321,0, 25.5,46.1,34.3,45.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,U Mass,71.779,28,100.664,244,99.8577,80,0.806239,156,0, 26.2,49.3,29.7,41.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,McNeese St,69.8659,83,96.0705,317,110.141,288,-14.0705,317,0, 22.9,44.5,33.5,45.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Memphis,68.304,159,107.08,123,101.023,96,6.05651,98,0, 29.7,50.2,29.5,42.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Mercer,61.5703,346,109.647,78,107.906,238,1.7404,140,0, 32.1,53.3,34.4,42.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Miami (FL),62.9821,338,110.386,68,93.4254,21,16.9602,32,8, 31.3,53.4,35.9,41.4,R64,YES,NO,NO,NO,NO,NO,
2017,Miami (OH),68.5115,142,95.8207,318,105.902,195,-10.0812,279,0, 21.8,46.3,30.9,44.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Michigan,62.8409,339,121.592,5,98.9742,69,22.618,21,7, 23.5,48.5,38.0,46.5,S16,YES,YES,YES,NO,NO,NO,
2017,Michigan St,66.7308,240,110.569,66,95.5936,34,14.9753,43,9, 28.7,52.6,37.6,40.7,R32,YES,YES,NO,NO,NO,NO,
2017,Middle Tenn,64.2498,314,111.64,55,96.9823,47,14.6582,48,12, 28.6,53.5,37.0,41.7,R32,YES,YES,NO,NO,NO,NO,
2017,WI-Milwkee,62.465,344,99.7635,257,108.29,245,-8.52617,261,0, 22.3,48.0,35.0,47.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Minnesota,69.3901,97,109.574,80,92.9833,18,16.5907,33,5, 27.4,50.8,34.5,39.8,R64,YES,NO,NO,NO,NO,NO,
2017,Mississippi,71.454,33,110.101,70,100.733,92,9.36765,77,0, 31.4,51.8,34.4,42.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Miss State,68.8347,119,106.387,140,99.5341,76,6.85274,92,0, 25.7,48.9,34.7,42.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Miss Val St,71.1286,41,95.779,319,118.231,347,-22.4516,345,0, 28.4,47.0,34.3,49.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Missouri,67.8946,187,101.304,229,101.072,98,0.2317,164,0, 26.4,48.1,30.4,42.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Missouri St,66.0043,270,108.264,106,105.989,199,2.27476,134,0, 31.3,53.7,36.2,44.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Monmouth,72.2825,22,108.819,90,100.053,85,8.76606,79,0, 27.5,50.5,37.0,40.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Montana,66.553,248,105.965,145,108.423,249,-2.45739,195,0, 25.8,50.0,35.7,46.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Montana St,69.183,104,102.977,196,109.695,276,-6.71773,242,0, 24.4,49.0,37.2,45.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Morehead St,68.53,140,106.716,129,109.822,279,-3.10659,203,0, 33.1,52.5,38.7,47.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,Morgan St,67.5887,202,91.1868,344,106.52,211,-15.3336,323,0, 33.0,51.0,29.2,44.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Mt St Marys,66.8082,236,98.9775,270,103.211,150,-4.23312,213,16, 21.1,44.6,35.7,44.8,R64,YES,NO,NO,NO,NO,NO,
2017,Murray St,68.5733,139,107.086,122,109.782,278,-2.69663,197,0, 30.5,50.5,36.1,45.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Navy,64.13,320,99.653,260,103.43,155,-3.77741,208,0, 35.8,53.6,30.6,45.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Nebraska,67.9612,183,105.076,157,99.9162,82,5.15981,107,0, 32.1,50.8,31.8,45.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Neb Omaha,73.657,9,108.497,97,108.893,256,-0.396721,175,0, 27.1,48.7,38.4,46.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Nevada,69.6483,88,114.477,34,101.135,100,13.3415,55,12, 29.5,52.6,38.5,42.5,R64,YES,NO,NO,NO,NO,NO,
2017,N Hampshire,65.3503,292,102.365,215,103.022,139,-0.65684,179,0, 24.4,52.6,33.9,44.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,New Mexico,68.7435,125,106.387,139,103.122,143,3.26532,124,0, 25.2,50.5,32.7,43.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Mex State,67.51,206,110.052,71,102.738,135,7.31463,88,14, 35.8,54.4,33.4,42.5,R64,YES,NO,NO,NO,NO,NO,
2017,New Orleans,66.1458,267,100.844,240,101.362,102,-0.517773,178,16, 34.1,52.1,31.1,44.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Niagara,68.9622,111,101.254,230,109.393,269,-8.13961,258,0, 28.0,49.8,36.6,44.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Nicholls St,69.3079,99,100.376,247,114.124,328,-13.7478,313,0, 23.8,44.4,33.5,48.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,NJIT,67.5088,207,98.7041,277,109.091,261,-10.3871,282,0, 28.5,51.2,33.4,47.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Norfolk St,68.6766,128,93.8581,330,105.627,192,-11.7688,298,0, 28.0,50.8,32.8,40.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Carolina,70.6955,54,122.075,4,94.0654,25,28.0091,3,1, 41.0,58.2,36.7,41.8,C,YES,YES,YES,YES,YES,YES,
2017,NC A&T,62.7364,341,95.4974,321,122.974,351,-27.4762,349,0, 28.8,49.3,32.2,45.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,NC Central,66.3643,255,102.796,204,101.835,112,0.961015,153,16, 30.5,51.4,33.3,39.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,NC State,70.2288,67,112.876,43,107.227,224,5.64944,104,0, 27.6,50.1,35.6,45.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,North Dakota,71.25,38,102.854,202,103.166,144,-0.311268,173,15, 24.7,49.8,38.4,44.6,R64,YES,NO,NO,NO,NO,NO,
2017,N Dakota St,66.6187,247,104.505,168,104.344,168,0.160851,165,0, 23.0,49.5,36.3,43.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Florida,69.8609,85,101.781,223,109.35,267,-7.56871,253,0, 30.6,50.8,34.7,46.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,North Texas,70.0449,70,96.209,313,110.724,295,-14.5147,320,0, 23.9,47.4,31.7,44.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Northeastrn,65.9673,272,107.055,124,106.421,209,0.633976,157,0, 22.8,49.7,36.7,45.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Arizona,69.1132,107,94.9361,327,110.568,290,-15.6323,326,0, 29.5,51.3,31.7,46.3,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Colorado,68.3806,154,96.4985,310,107.094,221,-10.5959,285,0, 22.9,50.1,34.3,45.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Illinois,66.6751,243,98.8712,273,102.38,123,-3.5084,205,0, 31.3,51.9,30.6,43.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Iowa,63.3287,332,97.5752,296,97.6252,54,-0.05008,169,0, 15.7,43.9,32.3,43.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,N Kentucky,67.8323,194,106.647,132,105.311,188,1.33605,147,15, 29.5,52.7,36.1,44.2,R64,YES,NO,NO,NO,NO,NO,
2017,Northwestern,65.1075,300,111.189,58,95.6778,35,15.511,39,8, 27.6,50.6,34.1,40.3,R32,YES,YES,NO,NO,NO,NO,
2017,NW State,71.2246,39,100.999,234,112.444,313,-11.4453,293,0, 27.4,48.4,36.3,47.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,Notre Dame,67.0898,220,118.891,16,97.7973,57,21.0939,25,5, 24.8,48.7,38.6,43.1,R32,YES,YES,NO,NO,NO,NO,
2017,Oakland,71.8903,26,103.801,186,98.9016,65,4.89889,109,0, 26.5,50.7,32.7,40.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,Ohio,70.2802,65,105.574,148,99.8969,81,5.67684,103,0, 23.1,49.8,38.6,41.5,DNQ,NO,NO,NO,NO,NO,NO,
2017,Ohio State,67.8637,192,111.319,57,100.999,94,10.3199,71,0, 28.0,51.6,35.6,41.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,Oklahoma,69.8619,84,107.292,118,96.249,42,11.0431,65,0, 28.6,50.5,34.4,43.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Oklahoma St,70.289,64,124.834,1,102.73,134,22.1043,24,10, 35.5,52.5,40.3,46.7,R64,YES,NO,NO,NO,NO,NO,
2017,Old Dominion,60.969,347,100.678,243,97.1761,51,3.50228,122,0, 34.1,54.0,32.4,40.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Oral Roberts,68.9747,110,104.389,170,110.691,294,-6.30257,236,0, 22.8,47.6,35.4,47.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Oregon,66.7169,242,117.728,18,93.9002,22,23.8276,16,3, 30.3,52.2,37.9,40.4,FF,YES,YES,YES,YES,YES,NO,
2017,Oregon St,64.4191,311,97.0448,302,105.9,194,-8.85567,264,0, 24.7,47.5,34.6,44.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Pacific,66.3943,254,99.6109,262,106.283,204,-6.67224,241,0, 27.4,51.0,32.4,45.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,U Penn,66.54,249,102.587,209,102.68,131,-0.0926536,170,0, 24.3,49.3,33.9,41.6,DNQ,NO,NO,NO,NO,NO,NO,
2017,Penn State,70.3393,62,104.575,166,97.1508,50,7.42462,87,0, 24.1,47.6,33.9,43.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Pepperdine,68.434,151,102.095,218,114.076,326,-11.9802,299,0, 24.2,47.5,37.5,49.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Pittsburgh,65.347,293,112.725,44,103.193,148,9.5328,75,0, 26.7,50.1,36.1,44.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Portland,65.7426,275,98.7504,276,108.7,251,-9.94979,278,0, 21.3,46.3,37.0,44.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Portland St,72.5309,20,104.183,175,111,299,-6.81618,244,0, 23.4,45.8,33.4,48.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Prairie View,67.4932,210,97.9682,288,111.461,303,-13.4923,310,0, 21.9,44.2,34.9,46.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,Presbyterian,64.0745,322,88.8542,349,118.081,346,-29.2266,350,0, 26.0,47.9,33.6,47.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Princeton,63.1679,336,109.396,84,96.8962,46,12.5002,59,12, 22.3,49.4,37.9,42.6,R64,YES,NO,NO,NO,NO,NO,
2017,Providence,66.3485,259,108.021,108,95.1217,33,12.8992,56,11, 25.1,49.3,36.8,44.1,DNQ,NO,NO,NO,NO,NO,NO,
2017,Purdue,68.8912,117,116.912,24,92.6889,16,24.2236,15,4, 29.2,55.0,40.6,41.3,S16,YES,YES,YES,NO,NO,NO,
2017,Quinnipiac,73.0602,15,101.354,228,113.049,319,-11.6956,295,0, 31.7,50.9,32.6,46.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Radford,63.874,326,96.1329,315,107.833,235,-11.6997,296,0, 32.5,53.2,34.6,45.2,DNQ,NO,NO,NO,NO,NO,NO,
2017,Rhode Island,66.1243,268,110.668,64,95.0527,32,15.6156,37,11, 32.7,52.3,33.7,40.8,R32,YES,YES,NO,NO,NO,NO,
2017,Rice,72.2277,23,107.928,110,107.041,219,0.886773,154,0, 26.2,52.0,39.0,44.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Richmond,69.0438,108,108.771,91,101.669,105,7.10248,90,0, 18.8,45.9,34.2,44.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,Rider,72.1132,25,100.742,242,104.621,173,-3.87895,210,0, 31.1,52.8,33.2,42.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Rob Morris,68.6587,130,91.5773,341,100.478,90,-8.90059,265,0, 27.7,48.1,31.9,43.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Rutgers,66.1584,265,101.551,225,99.2645,71,2.28626,133,0, 35.0,53.1,30.2,41.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Sac State,65.4315,288,100.81,241,112.293,310,-11.4828,294,0, 26.5,49.0,31.0,45.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Sacred Hrt,70.9476,45,97.523,297,109.772,277,-12.2492,301,0, 27.9,51.7,33.5,46.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,St Josephs,68.316,157,102.256,216,103.193,149,-0.937271,182,0, 27.5,50.5,32.4,43.4,DNQ,NO,NO,NO,NO,NO,NO,
2017,Saint Louis,63.3987,331,95.4233,323,104.774,176,-9.35039,273,0, 21.1,48.1,34.2,43.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,St Marys,59.2901,350,118.894,15,94.2568,26,24.6377,14,7, 31.8,57.5,39.9,40.9,R32,YES,YES,NO,NO,NO,NO,
2017,St Peters,60.6549,348,102.57,210,97.7262,56,4.84357,110,0, 24.8,50.0,38.3,41.9,DNQ,NO,NO,NO,NO,NO,NO,
2017,Sam Hous St,69.9373,77,97.2179,299,103.464,159,-6.24629,234,0, 29.6,51.1,30.5,43.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,Samford,68.6578,131,108.266,105,107.281,226,0.984955,152,0, 27.3,50.1,39.7,42.8,DNQ,NO,NO,NO,NO,NO,NO,
2017,San Diego,63.1821,334,100.125,252,108.207,243,-8.08158,256,0, 20.4,48.9,34.7,45.7,DNQ,NO,NO,NO,NO,NO,NO,
2017,San Diego St,64.868,306,103.903,182,94.9629,31,8.94029,78,0, 29.5,50.9,31.6,39.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,San Fransco,68.6648,129,103.282,190,97.8234,59,5.45849,105,0, 25.0,50.0,35.4,42.0,DNQ,NO,NO,NO,NO,NO,NO,
2017,San Jose St,70.6269,56,100.167,250,104.495,170,-4.32824,216,0, 22.7,48.2,33.7,46.4,DNQ,NO,NO,NO,NO,NO,NO,
